Origin,Dest,Route,Total_Flights,Avg_Delay,Avg_Distance
DCA,LGA,DCAto(->)LGA,34,32.970588235294116,214.0
ORF,IAH,ORFto(->)IAH,21,32.95238095238095,1201.0
PIT,PHX,PITto(->)PHX,21,32.95238095238095,1813.0
HRL,HOU,HRLto(->)HOU,60,32.916666666666664,276.0
MDW,RDU,MDWto(->)RDU,35,32.91428571428571,632.0
PIT,JFK,PITto(->)JFK,22,32.90909090909091,340.0
JAX,MCI,JAXto(->)MCI,10,32.9,956.0
ALB,MDW,ALBto(->)MDW,10,32.9,717.0
PSP,DEN,PSPto(->)DEN,35,32.885714285714286,776.0
MDW,PHX,MDWto(->)PHX,90,32.87777777777778,1444.0
SBP,PHX,SBPto(->)PHX,10,32.8,509.0
MCI,TUS,MCIto(->)TUS,13,32.76923076923077,1036.0
DCA,BUF,DCAto(->)BUF,11,32.72727272727273,296.0
CLT,MCI,CLTto(->)MCI,32,32.71875,809.0
GSP,IAH,GSPto(->)IAH,19,32.68421052631579,838.0
DEN,PHL,DENto(->)PHL,59,32.67796610169491,1557.0
LAX,HOU,LAXto(->)HOU,48,32.666666666666664,1390.0
ONT,MCI,ONTto(->)MCI,30,32.63333333333333,1318.0
LAS,FLL,LASto(->)FLL,16,32.625,2174.0
RNO,SJC,RNOto(->)SJC,43,32.604651162790695,188.0
BNA,AUS,BNAto(->)AUS,24,32.583333333333336,756.0
MCI,OKC,MCIto(->)OKC,31,32.58064516129032,313.0
SDF,BHM,SDFto(->)BHM,13,32.53846153846154,323.0
PHX,BOI,PHXto(->)BOI,17,32.529411764705884,735.0
MCI,DAL,MCIto(->)DAL,59,32.52542372881356,461.0
ORD,SNA,ORDto(->)SNA,70,32.47142857142857,1726.0
RAP,DEN,RAPto(->)DEN,33,32.45454545454545,301.0
SLC,SUN,SLCto(->)SUN,37,32.432432432432435,223.0
ABQ,PHX,ABQto(->)PHX,96,32.427083333333336,328.0
COS,ONT,COSto(->)ONT,22,32.40909090909091,789.0
YUM,SLC,YUMto(->)SLC,20,32.4,580.0
LIT,DAL,LITto(->)DAL,50,32.36,296.0
SHV,IAH,SHVto(->)IAH,20,32.35,192.0
LAX,ABQ,LAXto(->)ABQ,78,32.34615384615385,677.0
PHX,LAS,PHXto(->)LAS,257,32.31517509727627,256.0
MSY,DEN,MSYto(->)DEN,32,32.3125,1062.0
EWR,CMH,EWRto(->)CMH,29,32.310344827586206,462.0
JAX,FLL,JAXto(->)FLL,39,32.282051282051285,318.0
CVG,RIC,CVGto(->)RIC,25,32.28,413.0
IAH,COS,IAHto(->)COS,51,32.254901960784316,809.0
CVG,MHT,CVGto(->)MHT,27,32.22222222222222,741.0
DEN,BNA,DENto(->)BNA,44,32.20454545454545,1013.0
SAT,DAL,SATto(->)DAL,99,32.17171717171717,248.0
SMF,TUS,SMFto(->)TUS,33,32.15151515151515,752.0
PSP,LAS,PSPto(->)LAS,27,32.148148148148145,173.0
DTW,JFK,DTWto(->)JFK,17,32.11764705882353,508.0
ONT,SMF,ONTto(->)SMF,89,32.10112359550562,389.0
SEA,SLC,SEAto(->)SLC,74,32.0945945945946,689.0
LGA,JAX,LGAto(->)JAX,36,32.083333333333336,834.0
LGA,GSO,LGAto(->)GSO,16,32.0625,461.0
MDW,PDX,MDWto(->)PDX,25,32.04,1751.0
OAK,BUR,OAKto(->)BUR,158,32.0,325.0
IAD,TPA,IADto(->)TPA,37,32.0,810.0
IAH,ELP,IAHto(->)ELP,33,31.939393939393938,667.0
BIS,DEN,BISto(->)DEN,15,31.933333333333334,517.0
PHX,BUR,PHXto(->)BUR,130,31.93076923076923,369.0
IAD,DEN,IADto(->)DEN,73,31.91780821917808,1452.0
CVG,JFK,CVGto(->)JFK,35,31.914285714285715,589.0
HOU,LAS,HOUto(->)LAS,32,31.875,1235.0
JAX,BWI,JAXto(->)BWI,15,31.866666666666667,663.0
CLT,RIC,CLTto(->)RIC,52,31.846153846153847,256.0
CVG,BNA,CVGto(->)BNA,27,31.814814814814813,230.0
LAS,IAD,LASto(->)IAD,49,31.73469387755102,2066.0
AUS,HOU,AUSto(->)HOU,48,31.708333333333332,148.0
LAX,BOS,LAXto(->)BOS,24,31.708333333333332,2611.0
CLT,GSO,CLTto(->)GSO,19,31.68421052631579,83.0
SRQ,CLE,SRQto(->)CLE,11,31.545454545454547,967.0
DEN,MTJ,DENto(->)MTJ,33,31.545454545454547,197.0
LAS,PDX,LASto(->)PDX,77,31.532467532467532,762.0
LGB,PHX,LGBto(->)PHX,10,31.5,355.0
MHT,ATL,MHTto(->)ATL,11,31.454545454545453,952.0
BUR,OAK,BURto(->)OAK,144,31.45138888888889,325.0
MDW,MCO,MDWto(->)MCO,86,31.441860465116278,989.0
OAK,SEA,OAKto(->)SEA,83,31.433734939759034,671.0
LEX,IAH,LEXto(->)IAH,18,31.38888888888889,828.0
BHM,MSY,BHMto(->)MSY,13,31.384615384615383,321.0
BDL,CLT,BDLto(->)CLT,27,31.37037037037037,644.0
SJC,SAN,SJCto(->)SAN,99,31.363636363636363,417.0
CVG,ORF,CVGto(->)ORF,18,31.27777777777778,485.0
PHL,PIT,PHLto(->)PIT,83,31.27710843373494,267.0
MHT,MDW,MHTto(->)MDW,47,31.25531914893617,838.0
HOU,TUL,HOUto(->)TUL,30,31.166666666666668,453.0
DEN,CID,DENto(->)CID,20,31.15,692.0
MCI,BWI,MCIto(->)BWI,15,31.133333333333333,967.0
ABQ,OAK,ABQto(->)OAK,23,31.130434782608695,889.0
CLT,IND,CLTto(->)IND,25,31.12,428.0
SAN,AUS,SANto(->)AUS,18,31.11111111111111,1164.0
FLL,STL,FLLto(->)STL,12,31.083333333333332,1056.0
IAH,MFE,IAHto(->)MFE,27,31.074074074074073,316.0
STL,MCI,STLto(->)MCI,46,31.065217391304348,237.0
MCI,STL,MCIto(->)STL,47,31.04255319148936,237.0
JFK,CVG,JFKto(->)CVG,25,31.0,589.0
BOI,PDX,BOIto(->)PDX,28,31.0,344.0
CLE,BWI,CLEto(->)BWI,41,30.951219512195124,314.0
CLE,IND,CLEto(->)IND,11,30.90909090909091,261.0
SMF,BUR,SMFto(->)BUR,107,30.906542056074766,358.0
IAH,MLU,IAHto(->)MLU,20,30.9,262.0
SAN,SMF,SANto(->)SMF,143,30.895104895104897,480.0
BWI,MSY,BWIto(->)MSY,13,30.846153846153847,998.0
SJC,DEN,SJCto(->)DEN,55,30.836363636363636,948.0
CLT,STT,CLTto(->)STT,16,30.8125,1520.0
MDW,LIT,MDWto(->)LIT,16,30.8125,544.0
STL,BWI,STLto(->)BWI,42,30.80952380952381,737.0
LAS,OMA,LASto(->)OMA,31,30.806451612903224,1099.0
ORF,JAX,ORFto(->)JAX,13,30.76923076923077,543.0
DFW,PHX,DFWto(->)PHX,16,30.75,868.0
BDL,CVG,BDLto(->)CVG,12,30.75,661.0
BWI,SFO,BWIto(->)SFO,11,30.727272727272727,2457.0
FLL,LAS,FLLto(->)LAS,17,30.705882352941178,2174.0
IAH,PHX,IAHto(->)PHX,63,30.682539682539684,1009.0
IAH,OKC,IAHto(->)OKC,51,30.666666666666668,395.0
IAH,BTR,IAHto(->)BTR,35,30.62857142857143,253.0
MHT,BWI,MHTto(->)BWI,80,30.6125,377.0
PHX,BFL,PHXto(->)BFL,25,30.6,425.0
STL,LAX,STLto(->)LAX,17,30.58823529411765,1593.0
PDX,OAK,PDXto(->)OAK,53,30.566037735849058,543.0
BGR,CVG,BGRto(->)CVG,11,30.545454545454547,906.0
LAX,ASE,LAXto(->)ASE,24,30.541666666666668,737.0
EWR,MEM,EWRto(->)MEM,26,30.53846153846154,946.0
IAH,BRO,IAHto(->)BRO,32,30.5,308.0
OKC,DEN,OKCto(->)DEN,51,30.431372549019606,495.0
CLT,CLE,CLTto(->)CLE,40,30.4,430.0
PHX,IAH,PHXto(->)IAH,62,30.387096774193548,1009.0
BWI,BDL,BWIto(->)BDL,58,30.379310344827587,283.0
IAH,MEM,IAHto(->)MEM,53,30.339622641509433,469.0
MSY,LAS,MSYto(->)LAS,15,30.333333333333332,1501.0
TPA,LAS,TPAto(->)LAS,29,30.310344827586206,1984.0
BTR,DCA,BTRto(->)DCA,10,30.3,985.0
SLC,BTM,SLCto(->)BTM,14,30.285714285714285,357.0
DEN,IAD,DENto(->)IAD,101,30.277227722772277,1452.0
PHL,DFW,PHLto(->)DFW,26,30.26923076923077,1302.0
ILM,CLT,ILMto(->)CLT,13,30.23076923076923,185.0
STL,HOU,STLto(->)HOU,24,30.166666666666668,687.0
MSN,EWR,MSNto(->)EWR,18,30.166666666666668,799.0
EWR,MSN,EWRto(->)MSN,12,30.166666666666668,799.0
IAH,OMA,IAHto(->)OMA,45,30.155555555555555,781.0
BWI,BUF,BWIto(->)BUF,50,30.14,281.0
PHX,TUL,PHXto(->)TUL,32,30.09375,935.0
JFK,BNA,JFKto(->)BNA,13,30.0,766.0
MTJ,DEN,MTJto(->)DEN,29,30.0,197.0
CVG,GSO,CVGto(->)GSO,25,29.96,330.0
MSY,DAL,MSYto(->)DAL,39,29.923076923076923,437.0
TPA,BWI,TPAto(->)BWI,52,29.923076923076923,842.0
PHL,LAX,PHLto(->)LAX,75,29.92,2401.0
STT,PHL,STTto(->)PHL,12,29.916666666666668,1605.0
DAL,HOU,DALto(->)HOU,208,29.879807692307693,239.0
PDX,GEG,PDXto(->)GEG,54,29.87037037037037,279.0
LAX,RNO,LAXto(->)RNO,73,29.863013698630137,390.0
SMF,SAN,SMFto(->)SAN,129,29.86046511627907,480.0
CVG,PHL,CVGto(->)PHL,49,29.857142857142858,507.0
DEN,SGF,DENto(->)SGF,13,29.846153846153847,637.0
SMF,ONT,SMFto(->)ONT,104,29.83653846153846,389.0
LAS,JFK,LASto(->)JFK,23,29.82608695652174,2248.0
SJC,SNA,SJCto(->)SNA,76,29.81578947368421,342.0
PDX,RNO,PDXto(->)RNO,36,29.805555555555557,444.0
MKE,RDU,MKEto(->)RDU,33,29.78787878787879,689.0
CVG,ALB,CVGto(->)ALB,18,29.77777777777778,623.0
PHL,PVD,PHLto(->)PVD,72,29.77777777777778,238.0
JAX,BNA,JAXto(->)BNA,22,29.772727272727273,484.0
IAH,TLH,IAHto(->)TLH,20,29.7,658.0
PHX,RDU,PHXto(->)RDU,10,29.7,1891.0
MEM,CVG,MEMto(->)CVG,26,29.692307692307693,403.0
LAS,MDW,LASto(->)MDW,126,29.682539682539684,1521.0
OAK,RNO,OAKto(->)RNO,55,29.672727272727272,180.0
MCI,PDX,MCIto(->)PDX,18,29.666666666666668,1481.0
CLE,BUF,CLEto(->)BUF,14,29.642857142857142,192.0
SJU,BOS,SJUto(->)BOS,13,29.615384615384617,1674.0
SMF,SEA,SMFto(->)SEA,51,29.58823529411765,605.0
EWR,OKC,EWRto(->)OKC,12,29.583333333333332,1325.0
HOU,MSY,HOUto(->)MSY,95,29.473684210526315,303.0
IAH,DFW,IAHto(->)DFW,33,29.454545454545453,224.0
OAK,SAN,OAKto(->)SAN,186,29.440860215053764,446.0
MCO,PHX,MCOto(->)PHX,22,29.40909090909091,1848.0
BIL,DEN,BILto(->)DEN,27,29.40740740740741,455.0
SNA,PHX,SNAto(->)PHX,102,29.401960784313726,338.0
DFW,CVG,DFWto(->)CVG,38,29.394736842105264,812.0
MDW,IAD,MDWto(->)IAD,64,29.390625,577.0
CLT,MSY,CLTto(->)MSY,39,29.384615384615383,651.0
CVG,BDL,CVGto(->)BDL,13,29.384615384615383,661.0
CVG,RDU,CVGto(->)RDU,34,29.38235294117647,390.0
CLT,JAX,CLTto(->)JAX,59,29.338983050847457,329.0
RDU,MDW,RDUto(->)MDW,25,29.32,632.0
DEN,PHX,DENto(->)PHX,170,29.31764705882353,602.0
CVG,DAY,CVGto(->)DAY,27,29.296296296296298,64.0
CVG,DTW,CVGto(->)DTW,39,29.28205128205128,229.0
BDL,BWI,BDLto(->)BWI,44,29.272727272727273,283.0
MDW,HOU,MDWto(->)HOU,59,29.271186440677965,937.0
BWI,MDW,BWIto(->)MDW,55,29.21818181818182,611.0
MCI,MCO,MCIto(->)MCO,15,29.2,1072.0
BWI,PVD,BWIto(->)PVD,88,29.170454545454547,328.0
PHL,MHT,PHLto(->)MHT,70,29.12857142857143,290.0
BNA,CLE,BNAto(->)CLE,36,29.083333333333332,448.0
PHX,STL,PHXto(->)STL,74,29.08108108108108,1262.0
BUF,PHX,BUFto(->)PHX,15,29.0,1912.0
SAN,ELP,SANto(->)ELP,15,29.0,636.0
MIA,PHL,MIAto(->)PHL,32,28.96875,1013.0
CLT,ORF,CLTto(->)ORF,31,28.967741935483872,290.0
MDW,LAX,MDWto(->)LAX,86,28.96511627906977,1750.0
MCO,MDW,MCOto(->)MDW,63,28.952380952380953,989.0
SAT,TUL,SATto(->)TUL,14,28.928571428571427,483.0
TUS,DEN,TUSto(->)DEN,25,28.92,639.0
GEG,SMF,GEGto(->)SMF,18,28.88888888888889,649.0
LAS,ELP,LASto(->)ELP,33,28.87878787878788,584.0
PHX,ELP,PHXto(->)ELP,110,28.854545454545455,347.0
IAH,JAX,IAHto(->)JAX,31,28.741935483870968,817.0
MDW,ISP,MDWto(->)ISP,45,28.68888888888889,765.0
SAN,GEG,SANto(->)GEG,16,28.6875,1027.0
SAT,MCI,SATto(->)MCI,25,28.68,706.0
DAL,LBB,DALto(->)LBB,56,28.678571428571427,293.0
BNA,SAT,BNAto(->)SAT,12,28.666666666666668,822.0
IAH,MAF,IAHto(->)MAF,27,28.666666666666668,429.0
OAK,DEN,OAKto(->)DEN,109,28.642201834862384,957.0
CVG,SRQ,CVGto(->)SRQ,22,28.636363636363637,812.0
HOU,CRP,HOUto(->)CRP,51,28.627450980392158,187.0
CLT,DTW,CLTto(->)DTW,47,28.595744680851062,500.0
STL,PHX,STLto(->)PHX,53,28.58490566037736,1262.0
SRQ,CVG,SRQto(->)CVG,21,28.571428571428573,812.0
PDX,PHX,PDXto(->)PHX,47,28.5531914893617,1009.0
IAH,CLT,IAHto(->)CLT,98,28.551020408163264,913.0
DEN,MSY,DENto(->)MSY,39,28.53846153846154,1062.0
ONT,PHX,ONTto(->)PHX,116,28.5,325.0
SJC,BUR,SJCto(->)BUR,80,28.4875,296.0
CVG,OKC,CVGto(->)OKC,17,28.470588235294116,756.0
ABQ,DEN,ABQto(->)DEN,51,28.470588235294116,349.0
DEN,RDU,DENto(->)RDU,13,28.46153846153846,1436.0
TPA,JAX,TPAto(->)JAX,16,28.4375,180.0
CVG,STL,CVGto(->)STL,21,28.428571428571427,307.0
LAS,SEA,LASto(->)SEA,72,28.416666666666668,866.0
CVG,FSD,CVGto(->)FSD,12,28.416666666666668,701.0
LAX,DFW,LAXto(->)DFW,26,28.384615384615383,1235.0
LAX,SAT,LAXto(->)SAT,43,28.372093023255815,1210.0
CLT,MIA,CLTto(->)MIA,65,28.323076923076922,650.0
DCA,MCO,DCAto(->)MCO,35,28.314285714285713,759.0
DEN,MDW,DENto(->)MDW,51,28.313725490196077,895.0
LAS,MSP,LASto(->)MSP,26,28.307692307692307,1300.0
LGA,PIT,LGAto(->)PIT,13,28.307692307692307,335.0
SAT,LAX,SATto(->)LAX,25,28.24,1210.0
PBI,DCA,PBIto(->)DCA,25,28.24,857.0
LAX,BOI,LAXto(->)BOI,40,28.225,674.0
LAX,BWI,LAXto(->)BWI,24,28.208333333333332,2329.0
LAX,EUG,LAXto(->)EUG,15,28.133333333333333,748.0
ATL,GSP,ATLto(->)GSP,18,28.11111111111111,153.0
LWS,SLC,LWSto(->)SLC,17,28.058823529411764,461.0
EWR,CVG,EWRto(->)CVG,59,28.050847457627118,569.0
BWI,TPA,BWIto(->)TPA,40,28.025,842.0
HOU,DAL,HOUto(->)DAL,200,28.01,239.0
SMF,ABQ,SMFto(->)ABQ,20,28.0,866.0
LAS,MSY,LASto(->)MSY,18,28.0,1501.0
MCI,IND,MCIto(->)IND,16,27.9375,451.0
CVG,SYR,CVGto(->)SYR,22,27.90909090909091,527.0
BHM,MDW,BHMto(->)MDW,11,27.90909090909091,570.0
FLL,JAX,FLLto(->)JAX,26,27.884615384615383,318.0
LAX,MCO,LAXto(->)MCO,33,27.87878787878788,2217.0
ONT,BOI,ONTto(->)BOI,16,27.875,660.0
CVG,PVD,CVGto(->)PVD,16,27.875,722.0
CVG,SAT,CVGto(->)SAT,34,27.852941176470587,1024.0
BNA,RDU,BNAto(->)RDU,41,27.829268292682926,443.0
LAS,DFW,LASto(->)DFW,40,27.8,1055.0
SNA,SMF,SNAto(->)SMF,64,27.765625,404.0
LAS,BUF,LASto(->)BUF,17,27.764705882352942,1987.0
PHX,DEN,PHXto(->)DEN,161,27.714285714285715,602.0
HNL,PHX,HNLto(->)PHX,11,27.636363636363637,2917.0
RDU,JFK,RDUto(->)JFK,10,27.6,426.0
DSM,IAH,DSMto(->)IAH,12,27.583333333333332,802.0
SEA,MDW,SEAto(->)MDW,24,27.541666666666668,1733.0
TPA,PHL,TPAto(->)PHL,64,27.5,920.0
TPA,PBI,TPAto(->)PBI,31,27.483870967741936,174.0
LAX,SGU,LAXto(->)SGU,17,27.470588235294116,348.0
PBI,IAH,PBIto(->)IAH,11,27.454545454545453,956.0
CLT,MCO,CLTto(->)MCO,96,27.447916666666668,468.0
EUG,DEN,EUGto(->)DEN,14,27.428571428571427,997.0
CVG,MEM,CVGto(->)MEM,24,27.416666666666668,403.0
MCI,TUL,MCIto(->)TUL,41,27.414634146341463,223.0
IAH,HSV,IAHto(->)HSV,27,27.40740740740741,595.0
OKC,SMF,OKCto(->)SMF,15,27.4,1342.0
BHM,LAS,BHMto(->)LAS,10,27.4,1618.0
IND,CLE,INDto(->)CLE,13,27.384615384615383,261.0
IAH,ORF,IAHto(->)ORF,32,27.375,1201.0
OMA,PHX,OMAto(->)PHX,35,27.37142857142857,1037.0
PHX,SAT,PHXto(->)SAT,83,27.349397590361445,843.0
LAS,CLT,LASto(->)CLT,56,27.303571428571427,1916.0
PHL,IND,PHLto(->)IND,12,27.25,587.0
MCO,CMH,MCOto(->)CMH,21,27.238095238095237,802.0
CVG,MSP,CVGto(->)MSP,42,27.238095238095237,596.0
ELP,HOU,ELPto(->)HOU,21,27.238095238095237,677.0
MDW,PVD,MDWto(->)PVD,47,27.23404255319149,842.0
JFK,BTV,JFKto(->)BTV,18,27.22222222222222,267.0
PBI,TPA,PBIto(->)TPA,18,27.22222222222222,174.0
LAX,PHL,LAXto(->)PHL,42,27.214285714285715,2401.0
IAH,LIT,IAHto(->)LIT,21,27.19047619047619,374.0
TPA,IAD,TPAto(->)IAD,46,27.17391304347826,810.0
BOS,CVG,BOSto(->)CVG,23,27.17391304347826,752.0
MSP,CLT,MSPto(->)CLT,25,27.16,930.0
FLL,CLT,FLLto(->)CLT,67,27.149253731343283,631.0
HOU,BWI,HOUto(->)BWI,24,27.125,1246.0
HNL,KOA,HNLto(->)KOA,19,27.105263157894736,163.0
IND,MCO,INDto(->)MCO,10,27.1,828.0
ONT,COS,ONTto(->)COS,21,27.095238095238095,789.0
PHL,RSW,PHLto(->)RSW,35,27.085714285714285,992.0
BWI,ISP,BWIto(->)ISP,56,27.071428571428573,220.0
CLT,RDU,CLTto(->)RDU,66,27.060606060606062,130.0
RDU,PHL,RDUto(->)PHL,73,27.041095890410958,336.0
MDW,SJC,MDWto(->)SJC,28,27.035714285714285,1838.0
LAS,MAF,LASto(->)MAF,13,27.0,796.0
CLE,JFK,CLEto(->)JFK,18,27.0,425.0
MSY,JAX,MSYto(->)JAX,16,27.0,513.0
PBI,PHL,PBIto(->)PHL,45,26.955555555555556,951.0
MCO,LAS,MCOto(->)LAS,19,26.94736842105263,2039.0
MSP,SLC,MSPto(->)SLC,16,26.9375,991.0
BOS,CLT,BOSto(->)CLT,44,26.931818181818183,728.0
LAS,BOI,LASto(->)BOI,20,26.9,520.0
PHX,SAN,PHXto(->)SAN,230,26.882608695652173,304.0
PHL,DCA,PHLto(->)DCA,17,26.88235294117647,119.0
ELP,LAS,ELPto(->)LAS,25,26.88,584.0
MDW,RSW,MDWto(->)RSW,29,26.82758620689655,1105.0
IAH,BNA,IAHto(->)BNA,92,26.815217391304348,657.0
ONT,AUS,ONTto(->)AUS,24,26.791666666666668,1197.0
HOU,MCO,HOUto(->)MCO,42,26.785714285714285,848.0
PDX,SMF,PDXto(->)SMF,61,26.770491803278688,479.0
MAF,HOU,MAFto(->)HOU,11,26.727272727272727,441.0
ELP,IAH,ELPto(->)IAH,21,26.714285714285715,667.0
ABQ,SAN,ABQto(->)SAN,26,26.692307692307693,628.0
IAD,SEA,IADto(->)SEA,32,26.6875,2306.0
ALB,BWI,ALBto(->)BWI,35,26.685714285714287,288.0
SLC,DFW,SLCto(->)DFW,19,26.63157894736842,988.0
LAS,PVD,LASto(->)PVD,22,26.59090909090909,2363.0
JAX,DCA,JAXto(->)DCA,18,26.555555555555557,634.0
CLT,BWI,CLTto(->)BWI,63,26.555555555555557,361.0
PHL,MDW,PHLto(->)MDW,53,26.433962264150942,668.0
KOA,HNL,KOAto(->)HNL,34,26.41176470588235,163.0
DAL,AMA,DALto(->)AMA,50,26.4,324.0
PHX,HOU,PHXto(->)HOU,49,26.367346938775512,1020.0
DAL,MSY,DALto(->)MSY,60,26.366666666666667,437.0
CLT,LAS,CLTto(->)LAS,52,26.365384615384617,1916.0
CLE,MHT,CLEto(->)MHT,22,26.363636363636363,544.0
LAS,ISP,LASto(->)ISP,21,26.333333333333332,2283.0
OAK,SNA,OAKto(->)SNA,75,26.333333333333332,371.0
HOU,PHX,HOUto(->)PHX,45,26.333333333333332,1020.0
DAL,SAT,DALto(->)SAT,112,26.330357142857142,248.0
PDX,BOI,PDXto(->)BOI,31,26.322580645161292,344.0
BNA,MSY,BNAto(->)MSY,18,26.27777777777778,471.0
LAS,PIT,LASto(->)PIT,42,26.214285714285715,1910.0
RSW,BWI,RSWto(->)BWI,14,26.214285714285715,919.0
SEA,BOI,SEAto(->)BOI,28,26.178571428571427,399.0
DAL,OKC,DALto(->)OKC,58,26.17241379310345,181.0
FLL,TPA,FLLto(->)TPA,56,26.160714285714285,197.0
CVG,BOS,CVGto(->)BOS,32,26.125,752.0
LAS,PHL,LASto(->)PHL,89,26.1123595505618,2176.0
CLE,SYR,CLEto(->)SYR,10,26.1,317.0
PHX,SNA,PHXto(->)SNA,129,26.085271317829456,338.0
SBP,SLC,SBPto(->)SLC,13,26.076923076923077,608.0
OKC,MCI,OKCto(->)MCI,25,26.04,313.0
ANC,PHX,ANCto(->)PHX,16,26.0,2551.0
PHL,RIC,PHLto(->)RIC,16,26.0,198.0
BWI,MHT,BWIto(->)MHT,75,25.973333333333333,377.0
SLC,MSY,SLCto(->)MSY,18,25.944444444444443,1428.0
PIT,BWI,PITto(->)BWI,15,25.933333333333334,210.0
SBA,SJC,SBAto(->)SJC,23,25.91304347826087,234.0
RIC,IAH,RICto(->)IAH,11,25.818181818181817,1157.0
MKE,CLT,MKEto(->)CLT,18,25.77777777777778,651.0
ICT,LAX,ICTto(->)LAX,21,25.761904761904763,1203.0
CLT,BOS,CLTto(->)BOS,61,25.737704918032787,728.0
BUR,PHX,BURto(->)PHX,116,25.732758620689655,369.0
LAS,TUL,LASto(->)TUL,11,25.727272727272727,1076.0
LBB,DAL,LBBto(->)DAL,51,25.725490196078432,293.0
TUL,HOU,TULto(->)HOU,33,25.666666666666668,453.0
BNA,DTW,BNAto(->)DTW,16,25.625,457.0
MDW,SLC,MDWto(->)SLC,32,25.625,1258.0
SAN,ABQ,SANto(->)ABQ,32,25.59375,628.0
MCO,ALB,MCOto(->)ALB,24,25.583333333333332,1073.0
DFW,SLC,DFWto(->)SLC,31,25.580645161290324,988.0
CLT,FLL,CLTto(->)FLL,96,25.572916666666668,631.0
HOU,OKC,HOUto(->)OKC,36,25.555555555555557,419.0
LAS,BWI,LASto(->)BWI,56,25.535714285714285,2106.0
ELP,AUS,ELPto(->)AUS,29,25.517241379310345,528.0
DEN,AMA,DENto(->)AMA,12,25.416666666666668,358.0
CLT,RSW,CLTto(->)RSW,57,25.403508771929825,600.0
RNO,BOI,RNOto(->)BOI,36,25.36111111111111,335.0
MCO,FLL,MCOto(->)FLL,45,25.333333333333332,178.0
LGA,DCA,LGAto(->)DCA,32,25.3125,214.0
FLL,MDW,FLLto(->)MDW,32,25.28125,1166.0
LAS,AMA,LASto(->)AMA,15,25.266666666666666,758.0
SJC,ONT,SJCto(->)ONT,80,25.2625,333.0
PHX,ONT,PHXto(->)ONT,156,25.243589743589745,325.0
MDW,ORF,MDWto(->)ORF,22,25.227272727272727,704.0
MKE,BWI,MKEto(->)BWI,27,25.22222222222222,641.0
IAH,JAN,IAHto(->)JAN,57,25.210526315789473,351.0
FAT,LGB,FATto(->)LGB,11,25.181818181818183,222.0
CVG,AUS,CVGto(->)AUS,31,25.161290322580644,958.0
TPA,FLL,TPAto(->)FLL,64,25.140625,197.0
DEN,CMH,DENto(->)CMH,22,25.136363636363637,1155.0
BNA,MCO,BNAto(->)MCO,37,25.135135135135137,616.0
SAN,TUS,SANto(->)TUS,40,25.125,367.0
DAL,MAF,DALto(->)MAF,57,25.105263157894736,319.0
BNA,PHL,BNAto(->)PHL,21,25.095238095238095,675.0
MSY,TPA,MSYto(->)TPA,24,25.083333333333332,487.0
MIA,CVG,MIAto(->)CVG,25,25.08,948.0
GEG,OAK,GEGto(->)OAK,13,25.076923076923077,723.0
IAH,PNS,IAHto(->)PNS,14,25.071428571428573,489.0
SLC,BWI,SLCto(->)BWI,11,25.0,1864.0
OKC,STL,OKCto(->)STL,20,24.95,462.0
CVG,CMH,CVGto(->)CMH,19,24.94736842105263,116.0
SMF,OKC,SMFto(->)OKC,15,24.933333333333334,1342.0
SAN,COS,SANto(->)COS,20,24.9,816.0
BHM,HOU,BHMto(->)HOU,16,24.875,570.0
HOU,AUS,HOUto(->)AUS,57,24.842105263157894,148.0
FAT,PHX,FATto(->)PHX,23,24.82608695652174,493.0
ORF,BWI,ORFto(->)BWI,26,24.807692307692307,159.0
LAS,SAT,LASto(->)SAT,62,24.806451612903224,1069.0
PVD,BWI,PVDto(->)BWI,91,24.725274725274726,328.0
MSY,CLT,MSYto(->)CLT,40,24.7,651.0
HOU,TPA,HOUto(->)TPA,39,24.692307692307693,781.0
SNA,SJC,SNAto(->)SJC,67,24.671641791044777,342.0
BUF,BWI,BUFto(->)BWI,52,24.653846153846153,281.0
PIT,CLT,PITto(->)CLT,31,24.64516129032258,366.0
RSW,PHL,RSWto(->)PHL,12,24.583333333333332,992.0
CVG,MIA,CVGto(->)MIA,25,24.56,948.0
OAK,BOI,OAKto(->)BOI,27,24.555555555555557,511.0
ORD,JAC,ORDto(->)JAC,18,24.5,1162.0
CLT,DCA,CLTto(->)DCA,56,24.464285714285715,331.0
PHX,OAK,PHXto(->)OAK,102,24.46078431372549,646.0
SFO,ATL,SFOto(->)ATL,14,24.428571428571427,2139.0
ABQ,SAT,ABQto(->)SAT,12,24.416666666666668,609.0
BWI,PBI,BWIto(->)PBI,29,24.379310344827587,883.0
SJC,SBA,SJCto(->)SBA,30,24.366666666666667,234.0
RNO,SAN,RNOto(->)SAN,14,24.357142857142858,488.0
BNA,SAN,BNAto(->)SAN,12,24.333333333333332,1751.0
JFK,LAS,JFKto(->)LAS,19,24.31578947368421,2248.0
PHX,OKC,PHXto(->)OKC,58,24.310344827586206,833.0
ONT,SJC,ONTto(->)SJC,80,24.2625,333.0
PHL,JAX,PHLto(->)JAX,37,24.243243243243242,742.0
MDW,TPA,MDWto(->)TPA,67,24.238805970149254,997.0
CLT,SJU,CLTto(->)SJU,39,24.205128205128204,1474.0
RDU,BNA,RDUto(->)BNA,40,24.2,443.0
